Organization Name,Estimated Revenue Range,Industries,Headquarters Location,CB Rank (Company),Founded Date,Number of Employees,Last Funding Type,IPO Status,Funding Status,Last Funding Date,Last Funding Amount (in USD),Total Funding Amount (in USD),Last Equity Funding Type,Number of Funding Rounds,Last Equity Funding Amount (in USD),Total Equity Funding Amount (in USD),Top 5 Investors,Number of Investors,Region,Estimated Revenue Range Midpoint,Founded Year,City,Country,Number of Employees Midpoint,Industry_Cluster_0,Industry_Cluster_1,Industry_Cluster_2,Industry_Cluster_3,Industry_Cluster_4,Industry_Cluster_5,Industry_Cluster_6,Industry_Cluster_7,Industry_Cluster_8,Industry_Cluster_9,Industry_Cluster_10,Industry_Cluster_11,Industry_Cluster_12,Industry_Cluster_13,Industry_Cluster_14,Industry_Cluster_15,Industry_Cluster_16,Industry_Cluster_17,Industry_Cluster_18,Industry_Cluster_19,Industry_Cluster_20,Industry_Cluster_21,Industry_Cluster_22,industry_group,log_LFA,log_LEFA,Days_Since_Last_Funding,Revenue_Log_Midpoint,log_Total_Funding,log_Total_Equity_Funding,log_Employees,log_Days_Since_Last_Funding
WorkSpan,$10M to $50M,"Computer, SaaS, Sales Automation, Software","San Bernardino, California, United States",7041,2015-01-01,101-250,Series D,Private,Late Stage Venture,2025-03-24,73744817.42812504,66000000.0,Series D,4,77815507.17090902,66000000.0,"Insight Partners, Mayfield Fund, M12 - Microsoft's Venture Fund, Redline Capital, Milliways Ventures",5.0,US,30000000.0,2015.0,San Bernardino,United States,175.5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Sales, Digital Entertainment, Apps, Family",18.116121292114258,18.169851303100586,116,17.216707972959764,18.005165315142214,18.005165315142214,5.173320876373351,4.762173934797756
Oobli,$10M to $50M,"Confectionery, E-Commerce, Food and Beverage, Nutrition","Davis, California, United States",7096,2014-01-01,11-50,Series C,Private,Late Stage Venture,2024-08-01,73744817.42812504,31900000.0,Series C,7,77815507.17090902,31900000.0,"Plug and Play, Khosla Ventures, Alumni Ventures, Global Brain Corporation, SOSV",13.0,US,30000000.0,2014.0,Davis,United States,30.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Catering,18.116121292114258,18.169851303100586,351,17.216707972959764,17.278116599103036,17.278116599103036,3.449987545831587,5.863631175598097
Cheetah,$1M to $10M,"E-Commerce, Food and Beverage, Food Delivery, Logistics, Packaging Services, Supply Chain Management","San Francisco, California, United States",7553,2014-08-01,101-250,Series C,Private,Late Stage Venture,2024-03-13,73744817.42812504,127650000.0,Series C,7,76012042.97184522,127650000.0,"Y Combinator, Eclipse Ventures, FJ Labs, Floodgate, ICONIQ Capital",17.0,US,5500000.0,2014.0,San Francisco,United States,175.5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,"Delivery Service, Enterprise, Catering",18.116121292114258,18.14640235900879,492,15.520258832020865,18.664802709485688,18.664802709485688,5.173320876373351,6.20050917404269
Anumana,$1M to $10M,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical Device","Cambridge, Massachusetts, United States",7766,2021-01-01,101-250,Series C,Private,Late Stage Venture,2025-04-24,73744817.42812504,117700000.0,Series C,5,77815507.17090902,117700000.0,"Matrix, Boston Scientific, nference, NTT Venture Capital, Matrix Capital Management",7.0,US,5500000.0,2021.0,Cambridge,United States,175.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",18.116121292114258,18.169851303100586,85,15.520258832020865,18.583649580726682,18.583649580726682,5.173320876373351,4.454347296253507
RainFocus,$50M to $100M,"Cloud Data Services, Computer, SaaS, Software","Lehi, Utah, United States",8083,2013-06-01,251-500,Series C,Private,Late Stage Venture,2021-09-07,73744817.42812504,44000000.0,Series C,4,77815507.17090902,44000000.0,"JMI Equity, Kohlberg Kravis Roberts",2.0,US,75000000.0,2013.0,Lehi,United States,375.5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Digital Entertainment, Apps, Data Management, Family",18.116121292114258,18.169851303100586,1410,18.132998684833918,17.599700214609808,17.599700214609808,5.930918047239948,7.252053951852814
Kodiak Robotics,$10M to $50M,"Autonomous Vehicles, Logistics, Robotics, Software, Transportation","Mountain View, California, United States",8414,2018-04-01,101-250,Series C,Private,Late Stage Venture,2024-08-21,73744817.42812504,319900000.0,Series C,8,77068989.80240801,165000000.0,"Lightspeed Venture Partners, StepStone Group, Battery Ventures, SV Angel, CRV",19.0,US,30000000.0,2018.0,Mountain View,United States,175.5,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Travel, Industrial Engineering, Apps, Internet, Delivery Service",18.116121292114258,18.16021156311035,331,17.216707972959764,19.583519008045723,18.92145603792546,5.173320876373351,5.805134968916488
Lunar Energy,$10M to $50M,"Clean Energy, CleanTech, Electrical Distribution, Energy Management, Renewable Energy","Mountain View, California, United States",8472,2020-01-01,101-250,Series C,Private,Late Stage Venture,2023-11-03,76757398.83822462,300000000.0,Series C,2,80255934.30816408,300000000.0,"Alumni Ventures, Sunrun, SK Group",3.0,US,24016016.109136514,2020.0,Mountain View,United States,175.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Industrial Engineering, Energy",18.156160354614258,18.20073127746582,623,16.994231545260877,19.519293035953808,19.519293035953808,5.173320876373351,6.436150368369428
MORE Health,$10M to $50M,"Cloud Computing, Health Care, Medical","San Mateo, California, United States",8475,2010-01-01,51-100,Series D,Private,Late Stage Venture,2020-11-05,73744817.42812504,49410000.0,Series D,6,77815507.17090902,49000000.0,"New Enterprise Associates, Baidu Ventures, Long Hill Capital, Creadev",4.0,US,30000000.0,2010.0,San Mateo,United States,75.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Health Insurance, Data Management, Medical",18.116121292114258,18.169851303100586,1716,17.216707972959764,17.71566341106075,17.707330876483063,4.33729074083249,7.448333860897476
BioLite,$10M to $50M,"Emerging Markets, Energy, Manufacturing, Outdoors","Brooklyn, New York, United States",8974,2009-10-01,101-250,Debt Financing,Private,Late Stage Venture,2022-11-21,5300000.0,37899073.0,Series F,7,77729173.89964312,32599073.0,"Deutsche Bank, Mirova, Acumen, RRE Ventures, KawiSafi Ventures",12.0,US,30000000.0,2009.0,Brooklyn,United States,175.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Industrial Engineering, Sales, Energy, Residential",15.483217567201578,18.16874122619629,970,17.216707972959764,17.450437237036493,17.299794441025533,5.173320876373351,6.878326468291325
Omaze,$10M to $50M,"Charity, Finance, Funding Platform","Culver City, California, United States",9224,2012-01-01,51-100,Series C,Private,Late Stage Venture,2023-03-29,71731729.7223838,127000000.0,Series C,9,72155193.32320544,127000000.0,"Gaingels, FJ Labs, WndrCo, Tusk Venture Partners, FirstMark",42.0,US,30000000.0,2012.0,Culver City,United States,75.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Finance, Developer Platform, Family",18.088443756103516,18.094329833984375,842,17.216707972959764,18.65969765229688,18.65969765229688,4.33729074083249,6.736966958001855
CIBO,Less than $1M,"Agriculture, AgTech, Big Data, Computer Vision, Simulation, Software","Saint Louis Park, Minnesota, United States",9290,2015-05-07,11-50,Series C,Private,Late Stage Venture,2024-01-01,73744817.42812504,67399997.0,Series C,10,77068989.80240801,67399997.0,"Generation Investment Management, Flagship Pioneering, Alexandria Venture Investments, Red Cedar Ventures, Indigo by Telkom Indonesia",5.0,US,500000.0,2015.0,Saint Louis Park,United States,30.5,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Industrial Engineering, Digital Entertainment, Apps, Internet, Data Management, Catering",18.116121292114258,18.16021156311035,564,13.122365377402328,18.026155546208944,18.026155546208944,3.449987545831587,6.336825731146441
ProofPilot,$1M to $10M,"Brand Marketing, Clinical Trials, Fitness, Health Care, Market Research","New York, New York, United States",9557,2014-01-01,11-50,Series C,Private,Late Stage Venture,2024-07-11,73744817.42812504,15722000.0,Series C,5,77815507.17090902,15722000.0,"Brooklyn Bridge Ventures, Excelra, Mitsui & Co., Sopris Capital Associates, Esther Dyson",11.0,US,5500000.0,2014.0,New York,United States,30.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Sales, Health Insurance, Medical, Social Media Marketing",18.116121292114258,18.169851303100586,372,15.520258832020865,16.570571626940975,16.570571626940975,3.449987545831587,5.921578419643816
Movandi,Less than $1M,"Internet, Mobile, Wireless","Irvine, California, United States",10064,2016-01-01,51-100,Series C,Private,Late Stage Venture,2023-05-11,73744817.42812504,56700000.0,Series C,4,77068989.80240801,56700000.0,"Alumni Ventures, Sierra Ventures, Cota Capital, DNX Ventures, Celesta Capital",8.0,US,500000.0,2016.0,Irvine,United States,75.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apps, Internet",18.116121292114258,18.16021156311035,799,13.122365377402328,17.853284786334665,17.853284786334665,4.33729074083249,6.684611727667927
Ceres AI,$1M to $10M,"Agriculture, AgTech, Analytics, Artificial Intelligence (AI), Machine Learning, SaaS, Software","Oakland, California, United States",10143,2014-01-01,101-250,Series D,Private,Late Stage Venture,2024-09-04,73744817.42812504,83836385.0,Series D,8,77815507.17090902,83836385.0,"Insight Partners, Elemental Impact, XTX Ventures, REMUS Capital, Romulus Capital",10.0,US,5500000.0,2014.0,Oakland,United States,175.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Machine Learning, Industrial Engineering, Apps, Family, Catering",18.116121292114258,18.169851303100586,317,15.520258832020865,18.24437767169189,18.24437767169189,5.173320876373351,5.762051382780177
Everly Health,$50M to $100M,"Health Care, Health Diagnostics, Medical","Austin, Texas, United States",10365,2015-01-01,251-500,Series F,Private,Late Stage Venture,2022-01-18,73744817.42812504,200000000.0,Series F,3,77815507.17090902,200000000.0,"Portfolia, Sixty Degree Capital",2.0,US,75000000.0,2015.0,Austin,United States,375.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",18.116121292114258,18.169851303100586,1277,18.132998684833918,19.11382792951231,19.11382792951231,5.930918047239948,7.15305163493748
OneSignal,$10M to $50M,"Digital Marketing, Marketing Automation, Messaging, SaaS, Software","San Mateo, California, United States",10450,2011-01-01,101-250,Series C,Private,Late Stage Venture,2023-01-31,73744817.42812504,82000000.0,Series C,7,77815507.17090902,82000000.0,"Y Combinator, SignalFire, Yes VC, HubSpot, BAM Elevate",16.0,US,30000000.0,2011.0,San Mateo,United States,175.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Apps, Family, Social Media Marketing",18.116121292114258,18.169851303100586,899,17.216707972959764,18.22222981742365,18.22222981742365,5.173320876373351,6.802394763324311
Qoala,$10M to $50M,"Blockchain, Financial Services, FinTech, Insurance, InsurTech","Jakarta, Jakarta Raya, Indonesia",10267,2018-01-01,251-500,Series C,Private,Late Stage Venture,2024-03-26,45044827.0,134044827.0,Series C,6,45044827.0,134044827.0,"Sequoia Capital, Peak XV Partners, Flourish Ventures, Genesia Ventures, AppWorks",28.0,ASIAN,30000000.0,2018.0,Jakarta,Indonesia,375.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Finance, Industrial Engineering, Health Insurance, Education",17.62316872965657,17.62316872965657,479,17.216707972959764,18.713684839283488,18.713684839283488,5.930918047239948,6.173786103901937
Anchanto,$50M to $100M,"Business Intelligence, E-Commerce, Logistics, SaaS, Software","Singapore, Central Region, Singapore",14578,2011-06-01,251-500,Series C,Private,Late Stage Venture,2020-08-14,12109717.0,27209717.0,Series C,7,12109717.0,27209717.0,"MDI Ventures, TransCosmos, Singapore Angel Network, Luxasia, Innosight Ventures",9.0,ASIAN,75000000.0,2011.0,Singapore,Singapore,375.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Machine Learning, Apps, Delivery Service, Family",16.30951882871809,16.30951882871809,1799,18.132998684833918,17.1190847468689,17.1190847468689,5.930918047239948,7.495541943884256
Investree,$10M to $50M,"B2B, Financial Services, FinTech, Lending, Marketplace","Jakarta, Jakarta Raya, Indonesia",14694,2015-10-01,101-250,Series D,Private,Late Stage Venture,2023-10-04,230796906.0,265296906.0,Series D,7,230796906.0,254796906.0,"Endeavor Catalyst, responsAbility Investments, Bossa Invest, BRI Ventures, Accial Capital",14.0,ASIAN,30000000.0,2015.0,Jakarta,Indonesia,175.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Finance, Industrial Engineering, Sales",19.25704869129525,19.25704869129525,653,17.216707972959764,19.396360160540194,19.355977342656107,5.173320876373351,6.483107351457199
Sayurbox,$10M to $50M,"Agriculture, E-Commerce, Farming, Logistics, Shopping","Jakarta, Jakarta Raya, Indonesia",18052,2016-01-01,501-1000,Series C,Private,Late Stage Venture,2022-03-21,118533393.0,139233393.0,Series C,6,118533393.0,139233393.0,"International Finance Corporation, Global Brain Corporation, Northstar Group, Alpha JWC Ventures, BRI Ventures",12.0,ASIAN,30000000.0,2016.0,Jakarta,Indonesia,750.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Sales, Delivery Service, Catering",18.590705284746807,18.590705284746807,1215,17.216707972959764,18.751662176518614,18.751662176518614,6.622071209193029,7.103322062526113
Cermati,$1M to $10M,"E-Commerce Platforms, Financial Services, FinTech, Internet, Mobile Apps, Software, Web Development","Jakarta, Jakarta Raya, Indonesia",28217,2015-01-01,11-50,Series D,Private,Late Stage Venture,2022-06-15,17010432.0,18910432.0,Series D,6,17010432.0,18910432.0,"East Ventures, MDI Ventures, Finch Capital, Central Capital Ventura, Centauri Fund",10.0,ASIAN,5500000.0,2015.0,Jakarta,Indonesia,30.5,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finance, Industrial Engineering, Apps, Internet, Developer Platform",16.6493374196624,16.6493374196624,1129,15.520258832020865,16.755224338310086,16.755224338310086,3.449987545831587,7.029972911706386
The Ayurveda Experience,$1M to $10M,"Alternative Medicine, Beauty, Food and Beverage, Health Care, Wellness","Singapore, Central Region, Singapore",30196,2010-01-01,51-100,Series C,Private,Late Stage Venture,2024-03-08,26947876.0,34434769.0,Series C,6,26947876.0,34434769.0,"Anicut Capital, Fireside Ventures, Jungle Ventures, Singularity Ventures, Riverwalk Holdings",11.0,ASIAN,5500000.0,2010.0,Singapore,Singapore,75.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"Health Insurance, Medical, Fashion, Catering",17.109415076706124,17.109415076706124,497,15.520258832020865,17.354577367687867,17.354577367687867,4.33729074083249,6.210600077024653
Lemonilo,Less than $1M,"E-Commerce, Health Care, Internet","Jakarta, Jakarta Raya, Indonesia",36791,2015-01-01,251-500,Series C,Private,Late Stage Venture,2021-12-13,36035533.0,36035533.0,Series C,4,36035533.0,36035533.0,"Peak XV Partners, Alpha JWC Ventures, East Ventures, Sofina, Unifam Capital",5.0,ASIAN,500000.0,2015.0,Jakarta,Indonesia,375.5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Internet, Health Insurance",17.400016065156922,17.400016065156922,1313,13.122365377402328,17.400016065156922,17.400016065156922,5.930918047239948,7.1808311990445555
SilverPush,$1M to $10M,"Ad Targeting, Advertising, Artificial Intelligence (AI), Information Technology, Machine Learning, Marketing, Software","Singapore, Central Region, Singapore",67550,2012-08-15,51-100,Series C,Private,Late Stage Venture,2022-11-07,11609965.0,19409965.0,Series C,6,11609965.0,19409965.0,"500 Global, JM Financial, Chiratae Ventures, TA Ventures, Ashish Kacholia",19.0,ASIAN,5500000.0,2012.0,Singapore,Singapore,75.5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Machine Learning, Apps, Enterprise, Social Media Marketing",16.267374425159883,16.267374425159883,984,15.520258832020865,16.781297203469265,16.781297203469265,4.33729074083249,6.892641641172089
Homage,$10M to $50M,"Elder Care, Health Care, Home Health Care, Nursing and Residential Care, Therapeutics, Wellness","Singapore, Central Region, Singapore",86073,2016-01-01,101-250,Series C,Private,Late Stage Venture,2021-09-03,29821592.0,45171592.0,Series C,6,29821592.0,45171592.0,"500 Global, Golden Gate Ventures, East Ventures, EV Growth, SeedPlus",18.0,ASIAN,30000000.0,2016.0,Singapore,Singapore,175.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"Health Insurance, Medical, Residential",17.21074328639718,17.21074328639718,1414,17.216707972959764,17.62597897377891,17.62597897377891,5.173320876373351,7.254884810077338
Flash Express,Less than $1M,"Courier Service, Delivery Service, E-Commerce, Freight Service, Logistics, Transportation","Bangkok, Krung Thep, Thailand",89422,2017-01-01,10001+,Series F,Private,Late Stage Venture,2022-12-01,431034483.0,781034483.0,Series F,4,431034483.0,781034483.0,"Gaorong Capital, SCB 10X, Krungsri Finnovate, TCP Capital, PTT Oil and Retail Business Public Company",10.0,ASIAN,500000.0,2017.0,Bangkok,Thailand,10001.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Travel, Delivery Service",19.88169865414819,19.88169865414819,960,13.122365377402328,20.476129860478384,20.476129860478384,9.21054035197885,6.8679744089702925
Modalku,$10M to $50M,"Apps, B2B, Consumer Lending, E-Commerce, Financial Services, FinTech, Lending, Marketplace, Small and Medium Businesses","Kebon, Jawa Timur, Indonesia",112314,2016-01-01,251-500,Debt Financing,Private,Late Stage Venture,2023-09-26,38700000.0,399832554.0,Series C,7,144313791.0,210513791.0,"Peak XV Partners, SoftBank Vision Fund, SoftBank, Alpha JWC Ventures, EDBI",16.0,ASIAN,30000000.0,2016.0,Kebon,Indonesia,375.5,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Finance, Industrial Engineering, Sales, Apps, Enterprise",17.471350183839803,18.78750059783233,661,17.216707972959764,19.806556404929584,19.16506172913038,5.930918047239948,6.495265555937008
8Trip,$50M to $100M,"Adventure Travel, B2B, Business Intelligence, E-Commerce, Tourism, Travel","Singapore, Central Region, Singapore",182116,2011-01-01,101-250,Series C,Private,Late Stage Venture,2018-04-09,95129376.0,144282714.0,Series C,3,95129376.0,144282714.0,"Tempus, Ant Group, Vision Knight Capital, SBCVC, CCB International",5.0,ASIAN,75000000.0,2011.0,Singapore,Singapore,175.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Machine Learning, Travel",18.370748386228158,18.370748386228158,2657,18.132998684833918,18.787285231399498,18.787285231399498,5.173320876373351,7.885329239273191
Sparky Animation,$1M to $10M,"Animation, Art, Digital Entertainment","Singapore, Central Region, Singapore",401116,2004-01-01,51-100,Series C,Private,Late Stage Venture,2013-04-01,8062852.0,10321592.0,Series C,3,8062852.0,10321592.0,iGlobe Partners,1.0,ASIAN,5500000.0,2004.0,Singapore,Singapore,75.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Digital Entertainment, Fashion",15.902778022073456,15.902778022073456,4491,15.520258832020865,16.149748666570456,16.149748666570456,4.33729074083249,8.410053315858335
Moloco,$100M to $500M,"Advertising, Cloud Infrastructure, Mobile, Mobile Apps","Redwood City, California, United States",1385,2013-01-01,501-1000,Series D,Private,Late Stage Venture,2023-06-29,24180233.0,215748979.0,Series D,8,24180233.0,215748979.0,"Tiger Global Management, EDBI, Fidelity, Premier Partners, LG Technology Ventures",12.0,US,300000000.0,2013.0,Redwood City,United States,750.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Apps, Data Management, Social Media Marketing",17.001046080523448,17.001046080523448,750,19.519293035953808,19.189626160222545,19.189626160222545,6.622071209193029,6.621405651764134
Plus One Robotics,$1M to $10M,"Industrial Automation, Logistics, Robotics, Software","San Antonio, Texas, United States",2477,2016-01-01,51-100,Series C,Private,Late Stage Venture,2023-03-06,53432732.0,97082728.0,Series C,4,53432732.0,97082728.0,"Dynamo, Translink Capital, Scale Venture Partners, Tyche Partners, Ironspring Ventures",19.0,US,5500000.0,2016.0,San Antonio,United States,75.5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Industrial Engineering, Apps, Delivery Service",17.793934093664525,17.793934093664525,865,15.520258832020865,18.391074049263995,18.391074049263995,4.33729074083249,6.763884908562435
