Organization Name,Organization Name URL,Estimated Revenue Range,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Founded Date Precision,Number of Employees,Last Funding Type,IPO Status,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Last Equity Funding Type,Number of Funding Rounds,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Investors,Number of Lead Investors,Website,Founders,Number of Founders,Region
Nextworld,https://www.crunchbase.com/organization/nextworld,$50M to $100M,"Developer Platform, Enterprise Software, Information Technology, Software","Greenwood Village, Colorado, United States",Nextworld provides an enterprise cloud development platform and applications built on that platform.,3615,1-Jan-16,year,251-500,Series F,Private,Late Stage Venture,4-Feb-25,65000000,USD,65000000,65000000,USD,65000000,Series F,1,65000000,USD,65000000,65000000,USD,65000000,McVaney Investment Partnership,1,1,https://www.nextw.com/,"Axel Allgeier, Kylee McVaney, Vito Solimene",3,US
Lookout,https://www.crunchbase.com/organization/lookout,$100M to $500M,"Cloud Security, Cyber Security, Network Security","San Francisco, California, United States","Lookout, Inc. is the endpoint to cloud security company purpose-built for the intersection of enterprise and personal data.",3626,1-Jan-07,year,251-500,Debt Financing,Private,Late Stage Venture,20-Jun-22,150000000,USD,150000000,432339000,USD,432339000,Series F,12,150000000,USD,150000000,282339000,USD,282339000,"Andreessen Horowitz, BlackRock, Khosla Ventures, Accel, Index Ventures",25,7,http://www.lookout.com,"James Burgess, John Hering, Kevin Mahaffey",3,US
Ascend Elements,https://www.crunchbase.com/organization/ascend-elements,$10M to $50M,"Advanced Materials, Battery, Energy Storage, Manufacturing, Sustainability","Westborough, Massachusetts, United States",Ascend Elements manufactures sustainable battery materials using elements from discarded lithium-ion batteries.,3646,1-Jan-15,year,101-250,Secondary Market,Private,Late Stage Venture,9-Sep-24,98230000,USD,98230000,1806106705,USD,1806106705,Series D,16,162000000,USD,162000000,1126000000,USD,1126000000,"National Science Foundation, Alumni Ventures, Temasek Holdings, TDK Ventures, Fifth Wall",39,10,https://ascendelements.com,"Diran Apelian, Eric Gratz, Yan Wang",3,US
Point,https://www.crunchbase.com/organization/point-4,$10M to $50M,"Financial Services, FinTech, Real Estate, Real Estate Investment","Palo Alto, California, United States",Point is a home equity platform that allows homeowners to convert a portion of their home equity into cash without taking on a loan.,3725,1-Jan-15,year,101-250,Debt Financing,Private,Late Stage Venture,5-Jun-25,248600000,USD,248600000,538700000,USD,538700000,Series C,7,115000000,USD,115000000,149100000,USD,149100000,"Blue Owl, Andreessen Horowitz, Inovia Capital, SV Angel, Montage Ventures",28,6,https://point.com,"Alex Rampell, Eddie Lim, Eoin Matthews",3,US
InfluxData,https://www.crunchbase.com/organization/influxdb,$10M to $50M,"Analytics, Data Visualization, Database, Information Technology, Internet of Things","San Francisco, California, United States","InfluxData is the creator of InfluxDB, an open source time series database and platform.",3776,1-Jan-12,year,101-250,Debt Financing,Private,Late Stage Venture,8-Feb-23,30000000,USD,30000000,200892000,USD,200892000,Series E,7,51000000,USD,51000000,170892000,USD,170892000,"Y Combinator, Norwest Venture Partners, Sapphire Ventures, Battery Ventures, Sorenson Capital",14,6,http://influxdata.com,Todd Persen,1,US
JumpCloud,https://www.crunchbase.com/organization/jumpcloud,$1M to $10M,"Cloud Data Services, Cloud Management, DevOps, Information Technology, Security","Louisville, Colorado, United States","JumpCloud is an open directory platform for secure, frictionless access from any device to any resource, anywhere.",4025,1-Jan-12,year,501-1000,Series F,Private,Late Stage Venture,19-Oct-21,66000000,USD,66000000,416817501,USD,416817501,Series F,12,66000000,USD,66000000,406817501,USD,406817501,"General Atlantic, Alumni Ventures, Techstars, Endeavor Catalyst, Sands Capital Ventures",27,8,http://jumpcloud.com,"Antoine Vincent Jebara, David Campbell, Gregory Keller, Larry Middle, Rajat Bhargava, Topher Marie",6,US
OutSystems,https://www.crunchbase.com/organization/outsystems,$100M to $500M,"Artificial Intelligence (AI), Data Integration, Developer Platform, Developer Tools, DevOps, Generative AI, PaaS, SaaS, Software","Boston, Massachusetts, United States","OutSystems is an AI-powered low-code platform that enables businesses to develop, deploy, and manage enterprise-grade apps.",4069,1-Jan-01,year,1001-5000,Series G,Private,Late Stage Venture,15-Oct-22,230000000,USD,230000000,802081804,USD,802081804,Series G,8,230000000,USD,230000000,802081804,USD,802081804,"General Atlantic, Goldman Sachs, Tiger Global Management, Kohlberg Kravis Roberts, GS Growth",12,6,https://www.outsystems.com,"Paulo Rosado, Rodrigo Coutinho, Rui Pereira",3,US
DNAnexus,https://www.crunchbase.com/organization/dnanexus,$10M to $50M,"Bioinformatics, Biotechnology, Cloud Computing, Medical, Software","Mountain View, California, United States",DNAnexus develops a cloud platform and global network designed for scientific collaboration and accelerated discovery.,4186,1-Jan-09,year,101-250,Series H,Private,Late Stage Venture,8-Mar-22,200000000,USD,200000000,472550000,USD,472550000,Series H,9,200000000,USD,200000000,472550000,USD,472550000,"Uncork Capital, First Round Capital, Felicis, Microsoft, MidCap Financial",18,9,http://dnanexus.com,"Andreas Sundquist, Arend Sidow, Serafim Batzoglou",3,US
Blueshift,https://www.crunchbase.com/organization/blueshift-labs,$1M to $10M,"Artificial Intelligence (AI), Data Center, Data Integration, Digital Marketing, Marketing Automation, SaaS, Software","San Francisco, California, United States",Blueshift is a software development company that uses AI technology to provide intelligent customer engagement across various platforms.,4353,1-Jan-14,year,101-250,Debt Financing,Private,Late Stage Venture,16-Jan-24,40000000,USD,40000000,104579996,USD,104579996,Series C,6,30000000,USD,30000000,64579996,USD,64579996,"Nexus Venture Partners, New Enterprise Associates, Conductive Ventures, SBVA, CSC Upshot",19,6,https://blueshift.com,"Manyam Mallela, Mehul Shah, Vijay Chittoor",3,US
UVeye,https://www.crunchbase.com/organization/uveye,$10M to $50M,"Artificial Intelligence (AI), Automotive, Industrial Automation, Machine Learning","Teaneck, New Jersey, United States",UVeye is a computer vision company that develops automated inspection systems for vehicles.,4453,1-Jan-16,year,101-250,Debt Financing,Private,Late Stage Venture,29-Jan-25,150000000,USD,150000000,386500000,USD,386500000,Series D,8,41000000,USD,41000000,236500000,USD,236500000,"Trinity Capital, General Motors, Woven Capital, CarMax, Meitav Investment House",17,11,http://www.uveye.com,"Amir Hever, Ohad Hever",2,US
ZincFive,https://www.crunchbase.com/organization/zincfive,$1M to $10M,"Battery, Consumer Electronics, Energy, Energy Storage, Renewable Energy","Tualatin, Oregon, United States",ZincFive is a nickel-zinc based energy storage solutions company.,4953,1-Jan-15,year,101-250,Debt Financing,Private,Late Stage Venture,27-Jun-23,80000000,USD,80000000,212687213,USD,212687213,Series D,10,54000000,USD,54000000,132687213,USD,132687213,"OIC, Helios Climate Ventures, Senator Investment Group, Climate Investment, 40 North Ventures",8,3,http://www.zincfive.com,"Dan Sisson, Tim Hysell",2,US
Aryaka Networks,https://www.crunchbase.com/organization/aryaka-networks,$100M to $500M,"Cloud Security, Network Security, SaaS","California City, California, United States",Aryaka delivers its Unified SASE as a Service Networking and Security Solutions to over 500 Enterprises Worldwide,5105,1-Jan-09,year,501-1000,Series F,Private,Late Stage Venture,1-May-19,50000000,USD,50000000,170000000,USD,170000000,Series F,7,50000000,USD,50000000,170000000,USD,170000000,"Nexus Venture Partners, Goldman Sachs, DTCP, Trinity Ventures, GS Growth",11,7,https://www.aryaka.com,"Ajit Gupta, Ashwath Nagaraj, Rajeev Bharadhwaj",3,US
Dataminr,https://www.crunchbase.com/organization/dataminr,$50M to $100M,"Analytics, Artificial Intelligence (AI), Information Technology, Risk Management, Software","New York, New York, United States",Dataminr is a real-time AI platform that detects early signs of high-impact events and emerging risks.,5379,1-Jan-09,year,501-1000,Convertible Note,Private,Late Stage Venture,24-Apr-25,100000000,USD,100000000,1237012621,USD,1237012621,Series F,16,475000000,USD,475000000,1052012621,USD,1052012621,"BoxGroup, Alumni Ventures, Fortress Investment Group, HSBC, Venrock",57,5,http://www.dataminr.com,"Jeffrey Kinsey, Sam Hendel, Theodore Bailey",3,US
GrubMarket,https://www.crunchbase.com/organization/grubmarket-inc,$1B to $10B,"Artificial Intelligence (AI), E-Commerce, Food and Beverage, Internet, Payments, SaaS, Supply Chain Management","San Francisco, California, United States",GrubMarket is an AI-powered B2B eCommerce business operating in the American food supply chain industry.,6300,1-Jan-14,year,10001+,Series G,Private,Late Stage Venture,18-Mar-25,50000000,USD,50000000,549100000,USD,549100000,Series G,9,50000000,USD,50000000,549100000,USD,549100000,"BlackRock, Gaingels, Trinity Capital, Alumni Ventures, Y Combinator",80,7,https://www.grubmarket.com,Mike Xu,1,US
Wealthfront,https://www.crunchbase.com/organization/wealthfront,$100M to $500M,"Finance, Financial Services, FinTech, Personal Finance, Wealth Management","Palo Alto, California, United States",Wealthfront integrates investing and saving products to help young professionals build long-term wealth in any market condition.,6855,1-Jan-08,year,251-500,Convertible Note,Private,Late Stage Venture,2-Sep-22,69700000,USD,69700000,274200000,USD,274200000,Series E,7,75000000,USD,75000000,204500000,USD,204500000,"Slow Ventures, Index Ventures, Spark Capital, UBS, Ribbit Capital",39,6,https://www.wealthfront.com,"Andy Rachleff, Dan Carroll",2,US
Aledade,https://www.crunchbase.com/organization/aledade,$1M to $10M,"Health Care, Medical, Primary and Urgent Care, Wellness","Bethesda, Maryland, United States",Aledade is a primary care center.,6990,1-Jan-14,year,1001-5000,Series F,Private,Late Stage Venture,21-Jun-23,260000000,USD,260000000,677899959,USD,677899959,Series F,9,260000000,USD,260000000,677899959,USD,677899959,"IVP, Lightspeed Venture Partners, Venrock, Tiger Global Management, ARCH Venture Partners",15,8,https://www.aledade.com,"Edwin Miller, Farzad Mostashari, Mat Kendall",3,US
Farmers Business Network,https://www.crunchbase.com/organization/farmers-business-network,$100M to $500M,"Agriculture, AgTech, Big Data, E-Commerce, Farming, Sustainability","San Carlos, California, United States",Farmers Business Network is an independent agricultural tech and commerce platform and the farmer-to-farmer network helps maximize profit.,7218,1-Jan-14,year,501-1000,Series G,Private,Late Stage Venture,15-Sep-21,300000000,USD,300000000,917900000,USD,917900000,Series G,9,300000000,USD,300000000,917900000,USD,917900000,"BlackRock, Temasek Holdings, Kleiner Perkins, Fidelity, Walleye Capital",27,8,https://www.fbn.com/,"Amol Deshpande, Charles Baron",2,US
Infinitum,https://www.crunchbase.com/organization/infinitum-electric,$10M to $50M,"Automotive, Industrial Automation, Internet of Things, Manufacturing","Round Rock, Texas, United States",Infinitum is setting the bar for the next generation of motors to be better for the planet – and for people.,7530,1-Jan-16,year,101-250,Grant,Private,Late Stage Venture,22-Oct-24,34000000,USD,34000000,457700018,USD,457700018,Series E,10,35000000,USD,35000000,423700018,USD,423700018,"Cottonwood Technology Fund, Energy Innovation Capital, Marunouchi Innovation Partners, US Department of Energy, Rockwell Automation",16,6,https://www.goinfinitum.com,Ben Schuler,1,US
Goat Group,https://www.crunchbase.com/organization/goatapp,$100M to $500M,"Apparel, Consumer Goods, E-Commerce, Fashion, Marketplace, Shoes","Culver City, California, United States","Goat Group is a marketplace for authentic sneakers, apparel, and accessories.",7893,1-Jan-11,year,1001-5000,Series F,Private,Late Stage Venture,24-Jun-21,195000000,USD,195000000,492600000,USD,492600000,Series F,9,195000000,USD,195000000,492600000,USD,492600000,"Andreessen Horowitz, Accel, Index Ventures, Y Combinator, New Enterprise Associates",32,7,https://www.goatgroup.com,"Daishin Sugano, Eddy Lu",2,US
SpotOn,https://www.crunchbase.com/organization/spoton,$100M to $500M,"Mobile Payments, Payments, Sales Automation, Software","San Francisco, California, United States",SpotOn provides mobile payment technology and a management system for restaurants and small businesses.,7895,1-Jan-17,year,1001-5000,Series F,Private,Late Stage Venture,18-May-22,300000000,USD,300000000,918000000,USD,918000000,Series F,8,300000000,USD,300000000,918000000,USD,918000000,"Andreessen Horowitz, Wellington Management, Franklin Templeton, Coatue, Mubadala",15,5,https://www.spoton.com,"Doron Friedman, Matt Hyman, Zach Hyman",3,US
Epic Sciences,https://www.crunchbase.com/organization/epic-sciences,$1M to $10M,"Biotechnology, Health Care, Health Diagnostics, Hospital, Precision Medicine","La Jolla, California, United States",Epic Sciences is a diagnostics company improving cancer management by providing real-time biopsy material to guide personalized medicine.,8078,1-Jan-08,year,101-250,Series G,Private,Late Stage Venture,14-Apr-23,24000000,USD,24000000,219500000,USD,219500000,Series G,8,24000000,USD,24000000,204500000,USD,204500000,"Venrock, LabCorp, Deerfield, Arsenal Capital Partners, Domain Associates",22,7,http://www.epicsciences.com,"David Nelson, Dena Marrinucci, Peter Kuhn",3,US
Armor,https://www.crunchbase.com/organization/armor,$100M to $500M,"Cloud Security, Cyber Security, IaaS, Security","Richardson, Texas, United States","Armor is a cyber defense company that offers customer-centric security outcomes for e-Commerce, healthcare, and financial institutions.",8211,1-Jan-09,year,101-250,Series F,Private,Late Stage Venture,5-Apr-17,89000000,USD,89000000,149100000,USD,149100000,Series F,7,89000000,USD,89000000,149100000,USD,149100000,"Stephens Group, ST Telemedia, Neal Rapoport, Pat Sullivan",4,2,http://www.armor.com,Chris Drake,1,US
Memebox,https://www.crunchbase.com/organization/memebox,$100M to $500M,"Beauty, Consumer Goods, Cosmetics, E-Commerce","San Francisco, California, United States","Memebox is a consumer company that provides customers with the Asian beauty products, culture, and trends.",8579,1-Jan-12,year,251-500,Convertible Note,Private,Late Stage Venture,9-Jul-25,6500000,USD,6500000,214520000,USD,214520000,Series D,9,39500000,USD,39500000,208020000,USD,208020000,"Pear VC, Goodwater Capital, 8VC, Y Combinator, Cota Capital",34,3,http://us.memebox.com,"Doin Kim, Hyungseok Dino Ha",2,US
Groups Recover Together,https://www.crunchbase.com/organization/groups,$1M to $10M,"Health Care, Medical, Therapeutics, Wellness","Woburn, Massachusetts, United States",Groups Recover Together provides accessible and affordable medication-assisted treatment (MAT) for opioid addiction.,8818,1-Jan-14,year,501-1000,Debt Financing,Private,Late Stage Venture,1-Jan-23,55000000,USD,55000000,115000000,USD,115000000,Series C,6,60000000,USD,60000000,60000000,USD,60000000,"Alumni Ventures, Bessemer Venture Partners, Oak HC/FT, Transformation Capital, RRE Ventures",9,1,http://GroupsRecoverTogether.com,"Jeff De Flavio, Joy Sun, Silas Howland",3,US
